date,product,region,units_sold,revenue
2026-07-06 08:40:55.580962,Phone,Nairobi,9,405000.0
2026-07-06 08:40:55.581286,Headphones,Kisumu,4,14000.0
2026-07-06 08:40:55.581513,Headphones,Kisumu,8,360000.0
2026-07-07 08:40:55.580756,Laptop,Eldoret,10,450000.0
2026-07-07 08:40:55.581159,Laptop,Eldoret,4,72000.0
2026-07-08 08:40:55.580706,Monitor,Eldoret,15,52500.0
2026-07-08 08:40:55.580953,Laptop,Eldoret,1,25000.0
2026-07-08 08:40:55.581133,Laptop,Eldoret,7,315000.0
2026-07-08 08:40:55.581299,Laptop,Mombasa,8,360000.0
2026-07-08 08:40:55.581363,Phone,Eldoret,9,162000.0
2026-07-09 08:40:55.581100,Phone,Nairobi,7,24500.0
2026-07-09 08:40:55.581494,Phone,Eldoret,11,198000.0
2026-07-10 08:40:55.580789,Headphones,Mombasa,14,350000.0
2026-07-10 08:40:55.580824,Phone,Kisumu,10,35000.0
2026-07-10 08:40:55.581070,Monitor,Kisumu,9,225000.0
2026-07-10 08:40:55.581196,Monitor,Kisumu,1,25000.0
2026-07-10 08:40:55.581245,Monitor,Kisumu,12,300000.0
2026-07-10 08:40:55.581400,Laptop,Eldoret,4,14000.0
2026-07-10 08:40:55.581503,Phone,Mombasa,19,475000.0
2026-07-12 08:40:55.580613,Laptop,Mombasa,1,3500.0
2026-07-12 08:40:55.580738,Laptop,Kisumu,16,720000.0
2026-07-12 08:40:55.581411,Monitor,Eldoret,15,52500.0
2026-07-12 08:40:55.581450,Headphones,Kisumu,19,855000.0
2026-07-12 08:40:55.581467,Monitor,Eldoret,17,425000.0
2026-07-13 08:40:55.580904,Monitor,Nairobi,17,765000.0
2026-07-13 08:40:55.581028,Laptop,Kisumu,2,36000.0
2026-07-13 08:40:55.581356,Headphones,Nairobi,4,72000.0
2026-07-13 08:40:55.581454,Monitor,Nairobi,4,14000.0
2026-07-14 08:40:55.580983,Headphones,Eldoret,3,54000.0
2026-07-14 08:40:55.581210,Headphones,Eldoret,13,45500.0
2026-07-14 08:40:55.581419,Monitor,Mombasa,10,450000.0
2026-07-14 08:40:55.581579,Headphones,Kisumu,11,198000.0
2026-07-15 08:40:55.580828,Laptop,Mombasa,19,66500.0
2026-07-15 08:40:55.581315,Monitor,Kisumu,16,288000.0
2026-07-16 08:40:55.580931,Monitor,Kisumu,15,375000.0
2026-07-16 08:40:55.581204,Monitor,Eldoret,19,66500.0
2026-07-16 08:40:55.581231,Headphones,Mombasa,15,375000.0
2026-07-16 08:40:55.581500,Phone,Kisumu,4,100000.0
2026-07-16 08:40:55.581544,Headphones,Mombasa,16,400000.0
2026-07-17 08:40:55.581103,Phone,Kisumu,12,42000.0
2026-07-18 08:40:55.580764,Headphones,Eldoret,16,56000.0
2026-07-18 08:40:55.581022,Phone,Kisumu,8,144000.0
2026-07-18 08:40:55.581074,Headphones,Eldoret,9,405000.0
2026-07-18 08:40:55.581336,Headphones,Eldoret,3,54000.0
2026-07-19 08:40:55.580553,Laptop,Eldoret,11,198000.0
2026-07-19 08:40:55.580595,Laptop,Kisumu,13,45500.0
2026-07-19 08:40:55.580643,Laptop,Kisumu,18,450000.0
2026-07-19 08:40:55.580853,Phone,Eldoret,2,7000.0
2026-07-19 08:40:55.580933,Headphones,Kisumu,11,38500.0
2026-07-19 08:40:55.581303,Headphones,Nairobi,10,35000.0
2026-07-20 08:40:55.580588,Headphones,Eldoret,18,810000.0
2026-07-20 08:40:55.580979,Phone,Kisumu,13,234000.0
2026-07-20 08:40:55.581080,Phone,Eldoret,19,342000.0
2026-07-20 08:40:55.581444,Headphones,Mombasa,2,50000.0
2026-07-21 08:40:55.580842,Phone,Eldoret,11,495000.0
2026-07-21 08:40:55.581020,Headphones,Kisumu,13,585000.0
2026-07-21 08:40:55.581146,Monitor,Eldoret,14,49000.0
2026-07-21 08:40:55.581460,Phone,Mombasa,19,342000.0
2026-07-22 08:40:55.580728,Headphones,Mombasa,18,810000.0
2026-07-23 08:40:55.580680,Monitor,Kisumu,5,225000.0
2026-07-23 08:40:55.581357,Laptop,Kisumu,13,234000.0
2026-07-24 08:40:55.580649,Laptop,Kisumu,1,18000.0
2026-07-24 08:40:55.581144,Phone,Nairobi,6,270000.0
2026-07-25 08:40:55.580891,Monitor,Eldoret,16,288000.0
2026-07-27 08:40:55.581290,Monitor,Mombasa,5,90000.0
2026-07-27 08:40:55.581377,Headphones,Kisumu,11,198000.0
2026-07-28 08:40:55.580702,Headphones,Eldoret,4,180000.0
2026-07-28 08:40:55.581088,Laptop,Eldoret,14,630000.0
2026-07-29 08:40:55.580822,Laptop,Eldoret,16,288000.0
2026-07-29 08:40:55.580885,Phone,Kisumu,7,175000.0
2026-07-29 08:40:55.581243,Monitor,Nairobi,19,475000.0
2026-07-30 08:40:55.580863,Phone,Mombasa,12,300000.0
2026-07-30 08:40:55.581354,Monitor,Mombasa,12,300000.0
2026-07-31 08:40:55.580929,Laptop,Eldoret,14,252000.0
2026-07-31 08:40:55.581131,Monitor,Nairobi,8,360000.0
2026-07-31 08:40:55.581440,Phone,Mombasa,4,72000.0
2026-07-31 08:40:55.581488,Phone,Nairobi,9,405000.0
2026-08-01 08:40:55.581054,Monitor,Eldoret,14,252000.0
2026-08-01 08:40:55.581185,Phone,Nairobi,10,180000.0
2026-08-01 08:40:55.581322,Phone,Eldoret,1,25000.0
2026-08-01 08:40:55.581413,Headphones,Kisumu,7,315000.0
2026-08-01 08:40:55.581541,Headphones,Mombasa,7,175000.0
2026-08-02 08:40:55.581404,Laptop,Mombasa,18,450000.0
2026-08-03 08:40:55.580797,Laptop,Nairobi,7,175000.0
2026-08-03 08:40:55.581190,Headphones,Kisumu,9,31500.0
2026-08-03 08:40:55.581509,Monitor,Eldoret,16,720000.0
2026-08-04 08:40:55.581346,Laptop,Eldoret,8,200000.0
